,side,quantity,price.amount,pv_level,pv_level_cum
1162,bid,24,105.33,2527.92,14362394.000000011
1163,bid,51,105.32,5371.32,14367765.320000011
1164,bid,32,105.3,3369.6,14371134.920000011
1165,bid,200,105.28,21056.0,14392190.920000011
1166,bid,115,105.25,12103.75,14404294.670000011
1167,bid,1,105.24,105.24,14404399.910000011
1168,bid,1,105.23,105.23,14404505.140000012
1169,bid,154,105.22,16203.88,14420709.020000013
1170,bid,1,105.21,105.21,14420814.230000013
1171,bid,72,105.2,7574.400000000001,14428388.630000014
1172,bid,32,105.16,3365.12,14431753.750000013
1173,bid,250,105.15,26287.5,14458041.250000013
1174,bid,6,105.11,630.66,14458671.910000013
1175,bid,68,105.1,7146.799999999999,14465818.710000014
1176,bid,502,105.09,52755.18,14518573.890000014
1177,bid,1,105.08,105.08,14518678.970000014
1178,bid,3,105.06,315.18,14518994.150000013
1179,bid,159,105.05,16702.95,14535697.100000013
1180,bid,42,105.03,4411.26,14540108.360000012
1181,bid,5,105.02,525.1,14540633.460000012
1182,bid,622,105.01,65316.22,14605949.680000013
1183,bid,13003,105.0,1365315.0,15971264.680000013
1184,bid,6,104.99,629.9399999999999,15971894.620000012
1185,bid,99,104.98,10393.02,15982287.640000012
1186,bid,55,104.96,5772.799999999999,15988060.440000013
1187,bid,200,104.95,20990.0,16009050.440000013
1188,bid,21,104.93,2203.53,16011253.970000012
1189,bid,53,104.9,5559.700000000001,16016813.670000011
1190,bid,5,104.88,524.4,16017338.070000011
1191,bid,28,104.85,2935.7999999999997,16020273.870000012
1192,bid,51,104.83,5346.33,16025620.200000012
1193,bid,288,104.8,30182.399999999998,16055802.600000013
1194,bid,10,104.78,1047.8,16056850.400000013
1195,bid,29,104.76,3038.04,16059888.440000013
1196,bid,7,104.75,733.25,16060621.690000013
1197,bid,50,104.72,5236.0,16065857.690000013
1198,bid,253,104.7,26489.100000000002,16092346.790000012
1199,bid,20,104.67,2093.4,16094440.190000013
1200,bid,90,104.66,9419.4,16103859.590000013
1201,bid,60,104.65,6279.0,16110138.590000013
1202,bid,173,104.64,18102.72,16128241.310000014
1203,bid,14,104.6,1464.3999999999999,16129705.710000014
1204,bid,2001,104.55,209204.55,16338910.260000015
1205,bid,50,104.54,5227.0,16344137.260000015
1206,bid,1,104.53,104.53,16344241.790000014
1207,bid,140,104.52,14632.8,16358874.590000015
1208,bid,5,104.51,522.5500000000001,16359397.140000015
1209,bid,314,104.5,32813.0,16392210.140000015
1210,bid,9,104.47,940.23,16393150.370000016
1211,bid,1,104.45,104.45,16393254.820000015
1212,bid,3,104.44,313.32,16393568.140000015
1213,bid,6,104.4,626.4000000000001,16394194.540000016
1214,bid,1,104.39,104.39,16394298.930000016
1215,bid,4,104.33,417.32,16394716.250000017
1216,bid,6,104.3,625.8,16395342.050000018
1217,bid,2,104.28,208.56,16395550.610000018
1218,bid,20,104.27,2085.4,16397636.010000018
1219,bid,452,104.2,47098.4,16444734.410000019
1220,bid,10,104.16,1041.6,16445776.010000018
1221,bid,1,104.1,104.1,16445880.110000018
1222,bid,50,104.01,5200.5,16451080.610000018
1223,bid,2515,104.0,261560.0,16712640.610000018
1224,bid,11,103.98,1143.78,16713784.390000017
1225,bid,16,103.9,1662.4,16715446.790000018
1226,bid,426,103.88,44252.88,16759699.670000019
1227,bid,166,103.8,17230.8,16776930.47000002
1228,bid,100,103.71,10371.0,16787301.47000002
1229,bid,32,103.7,3318.4,16790619.87000002
1230,bid,1,103.69,103.69,16790723.56000002
1231,bid,20,103.68,2073.6000000000004,16792797.160000023
1232,bid,5,103.6,518.0,16793315.160000023
1233,bid,592,103.5,61272.0,16854587.160000023
1234,bid,5,103.44,517.2,16855104.36000002
1235,bid,10,103.4,1034.0,16856138.36000002
1236,bid,1,103.39,103.39,16856241.750000022
1237,bid,104,103.35,10748.4,16866990.15000002
1238,bid,105,103.3,10846.5,16877836.65000002
1239,bid,13,103.29,1342.77,16879179.42000002
1240,bid,250,103.25,25812.5,16904991.92000002
1241,bid,1,103.24,103.24,16905095.16000002
1242,bid,354,103.2,36532.8,16941627.96000002
1243,bid,1,103.14,103.14,16941731.10000002
1244,bid,2,103.12,206.24,16941937.34000002
1245,bid,11,103.1,1134.1,16943071.44000002
1246,bid,10,103.09,1030.9,16944102.34000002
1247,bid,31,103.05,3194.5499999999997,16947296.89000002
1248,bid,1,103.01,103.01,16947399.90000002
1249,bid,2091,103.0,215373.0,17162772.90000002
1250,bid,4,102.9,411.6,17163184.500000022
1251,bid,20,102.89,2057.8,17165242.300000023
1252,bid,81,102.88,8333.279999999999,17173575.580000024
1253,bid,1100,102.85,113135.0,17286710.580000024
1254,bid,5,102.8,514.0,17287224.580000024
1255,bid,120,102.79,12334.800000000001,17299559.380000025
1256,bid,2,102.77,205.54,17299764.920000024
1257,bid,8,102.76,822.08,17300587.000000022
1258,bid,12,102.6,1231.1999999999998,17301818.20000002
1259,bid,10,102.58,1025.8,17302844.000000022
1260,bid,195,102.56,19999.2,17322843.20000002
1261,bid,12,102.55,1230.6,17324073.800000023
1262,bid,3,102.52,307.56,17324381.36000002
1263,bid,1433,102.5,146882.5,17471263.86000002
1264,bid,3,102.48,307.44,17471571.300000023
1265,bid,12,102.44,1229.28,17472800.580000024
1266,bid,1,102.41,102.41,17472902.990000024
1267,bid,10,102.39,1023.9,17473926.890000023
1268,bid,2,102.33,204.66,17474131.550000023
1269,bid,10,102.32,1023.1999999999999,17475154.750000022
1270,bid,18,102.3,1841.3999999999999,17476996.15000002
1271,bid,1025,102.28,104837.0,17581833.15000002
1272,bid,2,102.23,204.46,17582037.61000002
1273,bid,45,102.22,4599.9,17586637.51000002
1274,bid,52,102.2,5314.400000000001,17591951.91000002
1275,bid,60,102.19,6131.4,17598083.310000017
1276,bid,1,102.18,102.18,17598185.490000017
1277,bid,12,102.1,1225.1999999999998,17599410.690000016
1278,bid,50,102.04,5102.0,17604512.690000016
1279,bid,65,102.02,6631.3,17611143.990000017
1280,bid,75,102.01,7650.75,17618794.740000017
1281,bid,3017,102.0,307734.0,17926528.740000017
1282,bid,110,101.88,11206.8,17937735.540000018
1283,bid,1,101.86,101.86,17937837.400000017
1284,bid,1,101.85,101.85,17937939.25000002
1285,bid,21,101.8,2137.7999999999997,17940077.05000002
1286,bid,10,101.76,1017.6,17941094.65000002
1287,bid,5,101.7,508.5,17941603.15000002
1288,bid,20,101.69,2033.8,17943636.95000002
1289,bid,115,101.68,11693.2,17955330.15000002
1290,bid,50,101.67,5083.5,17960413.65000002
1291,bid,25,101.66,2541.5,17962955.15000002
1292,bid,1,101.6,101.6,17963056.750000022
1293,bid,30,101.53,3045.9,17966102.65000002
1294,bid,1460,101.5,148190.0,18114292.65000002
1295,bid,1,101.48,101.48,18114394.13000002
1296,bid,4,101.47,405.88,18114800.01000002
1297,bid,125,101.41,12676.25,18127476.26000002
1298,bid,29,101.33,2938.57,18130414.83000002
1299,bid,10,101.27,1012.6999999999999,18131427.53000002
1300,bid,5,101.25,506.25,18131933.78000002
1301,bid,1,101.23,101.23,18132035.01000002
1302,bid,12,101.22,1214.6399999999999,18133249.65000002
1303,bid,270,101.2,27324.0,18160573.65000002
1304,bid,501,101.18,50691.18,18211264.83000002
1305,bid,100,101.13,10113.0,18221377.83000002
1306,bid,2,101.12,202.24,18221580.07000002
1307,bid,149,101.11,15065.39,18236645.46000002
1308,bid,309,101.1,31239.899999999998,18267885.360000018
1309,bid,123,101.05,12429.15,18280314.510000017
1310,bid,42,101.03,4243.26,18284557.77000002
1311,bid,668,101.01,67474.68000000001,18352032.450000018
1312,bid,6323,101.0,638623.0,18990655.450000018
1313,bid,520,100.99,52514.799999999996,19043170.25000002
1314,bid,36,100.9,3632.4,19046802.650000017
1315,bid,40,100.88,4035.2,19050837.850000016
1316,bid,103,100.8,10382.4,19061220.250000015
1317,bid,62,100.77,6247.74,19067467.990000013
1318,bid,15,100.7,1510.5,19068978.490000013
1319,bid,100,100.66,10066.0,19079044.490000013
1320,bid,60,100.65,6039.0,19085083.490000013
1321,bid,610,100.6,61366.0,19146449.490000013
1322,bid,8,100.57,804.56,19147254.050000012
1323,bid,110,100.51,11056.1,19158310.150000013
1324,bid,1808,100.5,181704.0,19340014.150000013
1325,bid,30,100.44,3013.2,19343027.350000013
1326,bid,10,100.42,1004.2,19344031.550000012
1327,bid,2100,100.4,210840.0,19554871.550000012
1328,bid,18,100.36,1806.48,19556678.030000012
1329,bid,200,100.33,20066.0,19576744.030000012
1330,bid,31,100.3,3109.2999999999997,19579853.330000013
1331,bid,5,100.28,501.4,19580354.73000001
1332,bid,50,100.26,5013.0,19585367.73000001
1333,bid,30,100.25,3007.5,19588375.23000001
1334,bid,55,100.23,5512.650000000001,19593887.88000001
1335,bid,131,100.2,13126.2,19607014.08000001
1336,bid,65,100.18,6511.700000000001,19613525.78000001
1337,bid,120,100.15,12018.0,19625543.78000001
1338,bid,15,100.12,1501.8000000000002,19627045.58000001
1339,bid,236,100.11,23625.96,19650671.54000001
1340,bid,557,100.1,55755.7,19706427.24000001
1341,bid,2,100.08,200.16,19706627.40000001
1342,bid,2,100.06,200.12,19706827.52000001
1343,bid,2609,100.05,261030.44999999998,19967857.97000001
1344,bid,18,100.04,1800.72,19969658.69000001
1345,bid,4,100.03,400.12,19970058.81000001
1346,bid,10,100.02,1000.1999999999999,19971059.01000001
1347,bid,2206,100.01,220622.06,20191681.070000008
1348,bid,16248,100.0,1624800.0,21816481.070000008
1349,bid,134,99.99,13398.66,21829879.730000008
1350,bid,113,99.98,11297.74,21841177.470000006
1351,bid,8,99.96,799.68,21841977.150000006
1352,bid,300,99.95,29985.0,21871962.150000006
1353,bid,15,99.93,1498.95,21873461.100000005
1354,bid,1,99.92,99.92,21873561.020000007
1355,bid,220,99.9,21978.0,21895539.020000007
1356,bid,110,99.88,10986.8,21906525.820000008
1357,bid,25,99.85,2496.25,21909022.070000008
1358,bid,20,99.84,1996.8000000000002,21911018.87000001
1359,bid,100,99.83,9983.0,21921001.87000001
1360,bid,10,99.82,998.1999999999999,21922000.070000008
1361,bid,1,99.81,99.81,21922099.880000006
1362,bid,263,99.8,26247.399999999998,21948347.280000005
1363,bid,10,99.78,997.8,21949345.080000006
1364,bid,1,99.77,99.77,21949444.850000005
1365,bid,80,99.75,7980.0,21957424.850000005
1366,bid,50,99.74,4987.0,21962411.850000005
1367,bid,1,99.69,99.69,21962511.540000007
1368,bid,5,99.65,498.25,21963009.790000007
1369,bid,44,99.6,4382.4,21967392.190000005
1370,bid,60,99.58,5974.8,21973366.990000006
1371,bid,1,99.53,99.53,21973466.520000007
1372,bid,26,99.51,2587.26,21976053.78000001
1373,bid,23,99.5,2288.5,21978342.28000001
1374,bid,10,99.39,993.9,21979336.180000007
1375,bid,31,99.27,3077.37,21982413.55000001
1376,bid,4,99.13,396.52,21982810.070000008
1377,bid,25,99.1,2477.5,21985287.570000008
1378,bid,2,99.06,198.12,21985485.69000001
1379,bid,2,99.05,198.1,21985683.79000001
1380,bid,300,99.01,29703.0,22015386.79000001
1381,bid,16983,99.0,1681317.0,23696703.79000001
1382,bid,6,98.99,593.9399999999999,23697297.73000001
1383,bid,1,98.98,98.98,23697396.710000012
1384,bid,50,98.92,4946.0,23702342.710000012
1385,bid,15,98.9,1483.5,23703826.210000012
1386,bid,5,98.89,494.45,23704320.66000001
1387,bid,59,98.88,5833.92,23710154.580000013
1388,bid,5,98.86,494.3,23710648.880000014
1389,bid,109,98.8,10769.199999999999,23721418.080000013
1390,bid,100,98.77,9877.0,23731295.080000013
1391,bid,14,98.76,1382.64,23732677.720000014
1392,bid,200,98.68,19736.0,23752413.720000014
1393,bid,1,98.66,98.66,23752512.380000014
1394,bid,1,98.6,98.6,23752610.980000015
1395,bid,20,98.59,1971.8000000000002,23754582.780000016
1396,bid,23,98.55,2266.65,23756849.430000015
1397,bid,52,98.5,5122.0,23761971.430000015
1398,bid,30,98.33,2949.9,23764921.330000013
1399,bid,200,98.22,19644.0,23784565.330000013
1400,bid,20,98.21,1964.1999999999998,23786529.530000012
1401,bid,7,98.2,687.4,23787216.93000001
1402,bid,2,98.19,196.38,23787413.31000001
1403,bid,2,98.14,196.28,23787609.59000001
1404,bid,8,98.1,784.8,23788394.39000001
1405,bid,15,98.03,1470.45,23789864.84000001
1406,bid,8414,98.0,824572.0,24614436.84000001
1407,bid,25,97.92,2448.0,24616884.84000001
1408,bid,1,97.9,97.9,24616982.74000001
1409,bid,25,97.84,2446.0,24619428.74000001
1410,bid,1,97.8,97.8,24619526.54000001
1411,bid,43,97.78,4204.54,24623731.08000001
1412,bid,5,97.75,488.75,24624219.83000001
1413,bid,30,97.63,2928.8999999999996,24627148.730000008
1414,bid,15,97.6,1464.0,24628612.730000008
1415,bid,5,97.56,487.8,24629100.53000001
1416,bid,1,97.55,97.55,24629198.08000001
1417,bid,107,97.5,10432.5,24639630.58000001
1418,bid,3,97.48,292.44,24639923.02000001
1419,bid,333,97.42,32440.86,24672363.88000001
1420,bid,6,97.37,584.22,24672948.10000001
1421,bid,9,97.31,875.79,24673823.890000008
1422,bid,34,97.3,3308.2,24677132.090000007
1423,bid,20,97.25,1945.0,24679077.090000007
1424,bid,90,97.23,8750.7,24687827.790000007
1425,bid,35,97.2,3402.0,24691229.790000007
1426,bid,3,97.1,291.29999999999995,24691521.090000007
1427,bid,15,97.07,1456.05,24692977.140000008
1428,bid,10,97.05,970.5,24693947.640000008
1429,bid,189,97.03,18338.670000000002,24712286.31000001
1430,bid,907,97.0,87979.0,24800265.31000001
1431,bid,5,96.96,484.79999999999995,24800750.11000001
1432,bid,55,96.93,5331.150000000001,24806081.26000001
1433,bid,4,96.82,387.28,24806468.54000001
1434,bid,165,96.8,15972.0,24822440.54000001
1435,bid,1,96.79,96.79,24822537.33000001
1436,bid,40,96.77,3870.7999999999997,24826408.13000001
1437,bid,4,96.76,387.04,24826795.17000001
1438,bid,3,96.68,290.04,24827085.21000001
1439,bid,14,96.66,1353.24,24828438.450000007
1440,bid,30,96.6,2898.0,24831336.450000007
1441,bid,3,96.5,289.5,24831625.950000007
1442,bid,2,96.32,192.64,24831818.590000007
1443,bid,1,96.3,96.3,24831914.890000008
1444,bid,4,96.28,385.12,24832300.01000001
1445,bid,3,96.1,288.29999999999995,24832588.31000001
1446,bid,20,96.08,1921.6,24834509.91000001
1447,bid,1999,96.0,191904.0,25026413.91000001
1448,bid,100,95.88,9588.0,25036001.91000001
1449,bid,19,95.8,1820.2,25037822.11000001
1450,bid,1,95.79,95.79,25037917.90000001
1451,bid,5,95.7,478.5,25038396.40000001
1452,bid,5,95.58,477.9,25038874.30000001
1453,bid,91,95.5,8690.5,25047564.80000001
1454,bid,2,95.4,190.8,25047755.60000001
1455,bid,1,95.39,95.39,25047850.99000001
1456,bid,20,95.38,1907.6,25049758.59000001
1457,bid,2,95.3,190.6,25049949.190000013
1458,bid,120,95.23,11427.6,25061376.790000014
1459,bid,100,95.22,9522.0,25070898.790000014
1460,bid,10,95.2,952.0,25071850.790000014
1461,bid,10,95.09,950.9000000000001,25072801.690000013
1462,bid,114,95.05,10835.699999999999,25083637.39000001
1463,bid,300,95.03,28509.0,25112146.39000001
1464,bid,311,95.01,29548.11,25141694.50000001
1465,bid,2601,95.0,247095.0,25388789.50000001
1466,bid,3,94.98,284.94,25389074.440000013
1467,bid,20,94.96,1899.1999999999998,25390973.64000001
1468,bid,2000,94.94,189880.0,25580853.64000001
1469,bid,4,94.89,379.56,25581233.20000001
1470,bid,5,94.86,474.3,25581707.50000001
1471,bid,5,94.75,473.75,25582181.25000001
1472,bid,1,94.65,94.65,25582275.90000001
1473,bid,1,94.64,94.64,25582370.54000001
1474,bid,20,94.6,1892.0,25584262.54000001
1475,bid,31,94.5,2929.5,25587192.04000001
1476,bid,20,94.36,1887.2,25589079.24000001
1477,bid,5,94.25,471.25,25589550.49000001
1478,bid,502,94.0,47188.0,25636738.49000001
1479,bid,100,93.88,9388.0,25646126.49000001
1480,bid,1,93.66,93.66,25646220.15000001
1481,bid,42,93.5,3927.0,25650147.15000001
1482,bid,10,93.39,933.9,25651081.05000001
1483,bid,10,93.3,933.0,25652014.05000001
1484,bid,5,93.25,466.25,25652480.30000001
1485,bid,9,93.23,839.07,25653319.37000001
1486,bid,50,93.13,4656.5,25657975.87000001
1487,bid,236,93.0,21948.0,25679923.87000001
1488,bid,1,92.88,92.88,25680016.750000007
1489,bid,10,92.8,928.0,25680944.750000007
1490,bid,5,92.75,463.75,25681408.500000007
1491,bid,30,92.63,2778.8999999999996,25684187.400000006
1492,bid,200,92.59,18518.0,25702705.400000006
1493,bid,20,92.58,1851.6,25704557.000000007
1494,bid,1,92.55,92.55,25704649.55000001
1495,bid,55,92.5,5087.5,25709737.05000001
1496,bid,3,92.48,277.44,25710014.49000001
1497,bid,92,92.42,8502.64,25718517.13000001
1498,bid,8,92.37,738.96,25719256.09000001
1499,bid,20,92.28,1845.6,25721101.690000013
1500,bid,150,92.2,13830.0,25734931.690000013
1501,bid,26,92.18,2396.6800000000003,25737328.370000012
1502,bid,6,92.1,552.5999999999999,25737880.970000014
1503,bid,75,92.06,6904.5,25744785.470000014
1504,bid,653,92.0,60076.0,25804861.470000014
1505,bid,16,91.95,1471.2,25806332.670000013
1506,bid,5,91.88,459.4,25806792.07000001
1507,bid,21,91.8,1927.8,25808719.870000012
1508,bid,300,91.7,27510.0,25836229.870000012
1509,bid,100,91.68,9168.0,25845397.870000012
1510,bid,105,91.6,9618.0,25855015.870000012
1511,bid,335,91.5,30652.5,25885668.370000012
1512,bid,100,91.36,9136.0,25894804.370000012
1513,bid,5,91.25,456.25,25895260.620000012
1514,bid,500,91.2,45600.0,25940860.620000012
1515,bid,1,91.15,91.15,25940951.77000001
1516,bid,20,91.12,1822.4,25942774.17000001
1517,bid,15,91.07,1366.05,25944140.22000001
1518,bid,2,91.04,182.08,25944322.30000001
1519,bid,702,91.0,63882.0,26008204.30000001
1520,bid,150,90.95,13642.5,26021846.80000001
1521,bid,50,90.9,4545.0,26026391.80000001
1522,bid,30,90.85,2725.5,26029117.30000001
1523,bid,113,90.8,10260.4,26039377.700000007
1524,bid,5,90.75,453.75,26039831.450000007
1525,bid,7,90.7,634.9,26040466.350000005
1526,bid,1,90.55,90.55,26040556.900000006
1527,bid,55,90.5,4977.5,26045534.400000006
1528,bid,6,90.38,542.28,26046076.680000007
1529,bid,2,90.3,180.6,26046257.28000001
1530,bid,2,90.28,180.56,26046437.840000007
1531,bid,5,90.25,451.25,26046889.090000007
1532,bid,13,90.09,1171.17,26048060.26000001
1533,bid,5,90.02,450.09999999999997,26048510.36000001
1534,bid,280,90.01,25202.800000000003,26073713.16000001
1535,bid,5134,90.0,462060.0,26535773.16000001
1536,bid,7,89.99,629.93,26536403.09000001
1537,bid,3,89.98,269.94,26536673.030000012
1538,bid,1,89.9,89.9,26536762.93000001
1539,bid,200,89.89,17978.0,26554740.93000001
1540,bid,1,89.84,89.84,26554830.77000001
1541,bid,1,89.8,89.8,26554920.57000001
1542,bid,300,89.58,26874.0,26581794.57000001
1543,bid,2,89.5,179.0,26581973.57000001
1544,bid,300,89.4,26820.0,26608793.57000001
1545,bid,736,89.0,65504.0,26674297.57000001
1546,bid,2,88.91,177.82,26674475.39000001
1547,bid,329,88.88,29241.519999999997,26703716.91000001
1548,bid,11,88.83,977.13,26704694.04000001
1549,bid,117,88.8,10389.6,26715083.64000001
1550,bid,26,88.2,2293.2000000000003,26717376.84000001
1551,bid,102,88.1,8986.199999999999,26726363.04000001
1552,bid,15,88.01,1320.15,26727683.19000001
1553,bid,1360,88.0,119680.0,26847363.19000001
1554,bid,1,87.9,87.9,26847451.090000007
1555,bid,1,87.61,87.61,26847538.700000007
1556,bid,150,87.5,13125.0,26860663.700000007
1557,bid,3,87.48,262.44,26860926.140000008
1558,bid,7,87.37,611.59,26861537.730000008
1559,bid,94,87.0,8178.0,26869715.730000008
1560,bid,50,86.76,4338.0,26874053.730000008
1561,bid,71,86.22,6121.62,26880175.35000001
1562,bid,1,86.2,86.2,26880261.55000001
1563,bid,201,86.0,17286.0,26897547.55000001
1564,bid,5,85.7,428.5,26897976.05000001
1565,bid,2502,85.55,214046.1,27112022.15000001
1566,bid,5,85.5,427.5,27112449.65000001
1567,bid,400,85.25,34100.0,27146549.65000001
1568,bid,14,85.1,1191.3999999999999,27147741.05000001
1569,bid,1,85.06,85.06,27147826.110000007
1570,bid,15,85.01,1275.15,27149101.260000005
1571,bid,963,85.0,81855.0,27230956.260000005
1572,bid,3,84.98,254.94,27231211.200000007
1573,bid,20,84.6,1692.0,27232903.200000007
1574,bid,150,84.1,12615.0,27245518.200000007
1575,bid,137,84.0,11508.0,27257026.200000007
1576,bid,100,83.66,8366.0,27265392.200000007
1577,bid,16,83.54,1336.64,27266728.840000007
1578,bid,15,83.4,1251.0,27267979.840000007
1579,bid,167,83.0,13861.0,27281840.840000007
1580,bid,20,82.72,1654.4,27283495.240000006
1581,bid,1,82.66,82.66,27283577.900000006
1582,bid,40,82.63,3305.2,27286883.100000005
1583,bid,3,82.48,247.44,27287130.540000007
1584,bid,10,82.02,820.1999999999999,27287950.740000006
1585,bid,410,82.0,33620.0,27321570.740000006
1586,bid,200,81.87,16374.0,27337944.740000006
1587,bid,15,81.7,1225.5,27339170.240000006
1588,bid,9,81.6,734.4,27339904.640000004
1589,bid,200,81.22,16244.0,27356148.640000004
1590,bid,5,81.2,406.0,27356554.640000004
1591,bid,197,81.0,15957.0,27372511.640000004
1592,bid,5,80.98,404.90000000000003,27372916.540000003
1593,bid,37,80.8,2989.6,27375906.140000004
1594,bid,5,80.7,403.5,27376309.640000004
1595,bid,160,80.5,12880.0,27389189.640000004
1596,bid,165,80.08,13213.199999999999,27402402.840000004
1597,bid,106,80.01,8481.060000000001,27410883.900000002
1598,bid,3406,80.0,272480.0,27683363.900000002
1599,bid,2,79.69,159.38,27683523.28
1600,bid,10,79.0,790.0,27684313.28
1601,bid,200,78.25,15650.0,27699963.28
1602,bid,100,78.05,7805.0,27707768.28
1603,bid,204,78.0,15912.0,27723680.28
1604,bid,1,77.9,77.9,27723758.18
1605,bid,9,77.37,696.33,27724454.509999998
1606,bid,15,77.17,1157.55,27725612.06
1607,bid,338,77.0,26026.0,27751638.06
1608,bid,196,76.0,14896.0,27766534.06
1609,bid,100,75.01,7501.000000000001,27774035.06
1610,bid,638,75.0,47850.0,27821885.06
1611,bid,100,74.05,7405.0,27829290.06
1612,bid,30,74.0,2220.0,27831510.06
1613,bid,10,73.74,737.4,27832247.459999997
1614,bid,586,73.0,42778.0,27875025.459999997
1615,bid,2,72.2,144.4,27875169.859999996
1616,bid,132,72.0,9504.0,27884673.859999996
1617,bid,5,71.43,357.15000000000003,27885031.009999994
1618,bid,40,71.1,2844.0,27887875.009999994
1619,bid,28,71.0,1988.0,27889863.009999994
1620,bid,3,70.8,212.39999999999998,27890075.409999993
1621,bid,100,70.01,7001.000000000001,27897076.409999993
1622,bid,5369,70.0,375830.0,28272906.409999993
1623,bid,70,69.99,4899.299999999999,28277805.709999993
1624,bid,10,69.0,690.0,28278495.709999993
1625,bid,5,68.8,344.0,28278839.709999993
1626,bid,12,68.0,816.0,28279655.709999993
1627,bid,1,67.9,67.9,28279723.609999992
1628,bid,41,67.0,2747.0,28282470.609999992
1629,bid,1,66.0,66.0,28282536.609999992
1630,bid,1,65.1,65.1,28282601.709999993
1631,bid,297,65.0,19305.0,28301906.709999993
1632,bid,4,64.59,258.36,28302165.069999993
1633,bid,200,64.5,12900.0,28315065.069999993
1634,bid,2,63.0,126.0,28315191.069999993
1635,bid,400,62.74,25096.0,28340287.069999993
1636,bid,1,62.56,62.56,28340349.62999999
1637,bid,100,62.0,6200.0,28346549.62999999
1638,bid,32,61.0,1952.0,28348501.62999999
1639,bid,1,60.05,60.05,28348561.679999992
1640,bid,100,60.01,6001.0,28354562.679999992
1641,bid,510,60.0,30600.0,28385162.679999992
1642,bid,39,58.78,2292.42,28387455.099999994
1643,bid,10,58.0,580.0,28388035.099999994
1644,bid,1,56.0,56.0,28388091.099999994
1645,bid,3,55.55,166.64999999999998,28388257.749999993
1646,bid,2,55.0,110.0,28388367.749999993
1647,bid,10,53.0,530.0,28388897.749999993
1648,bid,39,51.0,1989.0,28390886.749999993
1649,bid,20,50.55,1011.0,28391897.749999993
1650,bid,6,50.18,301.08,28392198.82999999
1651,bid,1281,50.0,64050.0,28456248.82999999
1652,bid,1,49.0,49.0,28456297.82999999
1653,bid,11,48.0,528.0,28456825.82999999
1654,bid,1,46.0,46.0,28456871.82999999
1655,bid,7,45.0,315.0,28457186.82999999
1656,bid,11,43.0,473.0,28457659.82999999
1657,bid,1,41.0,41.0,28457700.82999999
1658,bid,611,40.0,24440.0,28482140.82999999
1659,bid,10,38.2,382.0,28482522.82999999
1660,bid,11,38.0,418.0,28482940.82999999
1661,bid,1,36.0,36.0,28482976.82999999
1662,bid,30,35.2,1056.0,28484032.82999999
1663,bid,11,33.0,363.0,28484395.82999999
1664,bid,1,32.0,32.0,28484427.82999999
1665,bid,1,31.0,31.0,28484458.82999999
1666,bid,131,30.0,3930.0,28488388.82999999
1667,bid,100,25.01,2501.0,28490889.82999999
1668,bid,1,25.0,25.0,28490914.82999999
1669,bid,250,20.0,5000.0,28495914.82999999
1670,bid,1,16.0,16.0,28495930.82999999
1671,bid,1,11.24,11.24,28495942.06999999
1672,bid,1,11.0,11.0,28495953.06999999
1673,bid,500,10.0,5000.0,28500953.06999999
1674,bid,1,9.0,9.0,28500962.06999999
1675,bid,1,2.5,2.5,28500964.56999999
1676,bid,2500,1.13,2824.9999999999995,28503789.56999999
1677,bid,1,1.0,1.0,28503790.56999999
