,side,quantity,price.amount,pv_level,pv_level_cum
585,ask,100,175.75,17575.0,32514095.439999994
586,ask,260,176.0,45760.0,32559855.439999994
587,ask,40,176.01,7040.4,32566895.839999992
588,ask,5,176.06,880.3,32567776.139999993
589,ask,100,176.5,17650.0,32585426.139999993
590,ask,5,176.6,883.0,32586309.139999993
591,ask,10,177.0,1770.0,32588079.139999993
592,ask,28,177.44,4968.32,32593047.459999993
593,ask,56,178.0,9968.0,32603015.459999993
594,ask,10,178.07,1780.6999999999998,32604796.159999993
595,ask,5,178.53,892.65,32605688.80999999
596,ask,4,178.8,715.2,32606404.00999999
597,ask,83,179.0,14857.0,32621261.00999999
598,ask,10,179.32,1793.1999999999998,32623054.20999999
599,ask,10,179.8,1798.0,32624852.20999999
600,ask,4,179.88,719.52,32625571.72999999
601,ask,50,179.9,8995.0,32634566.72999999
602,ask,25,179.99,4499.75,32639066.47999999
603,ask,1063,180.0,191340.0,32830406.47999999
604,ask,1,180.5,180.5,32830586.97999999
605,ask,79,181.0,14299.0,32844885.97999999
606,ask,500,181.68,90840.0,32935725.97999999
607,ask,205,182.0,37310.0,32973035.97999999
608,ask,20,182.1,3642.0,32976677.97999999
609,ask,2,182.2,364.4,32977042.379999988
610,ask,10,182.42,1824.1999999999998,32978866.579999987
611,ask,100,182.5,18250.0,32997116.579999987
612,ask,300,182.68,54804.0,33051920.579999987
613,ask,1446,183.0,264618.0,33316538.579999987
614,ask,30,183.51,5505.299999999999,33322043.879999988
615,ask,10,183.6,1836.0,33323879.879999988
616,ask,500,183.68,91840.0,33415719.879999988
617,ask,5,184.86,924.3000000000001,33416644.17999999
618,ask,1000,184.88,184880.0,33601524.17999999
619,ask,807,185.0,149295.0,33750819.17999999
620,ask,100,185.58,18558.0,33769377.17999999
621,ask,10,185.65,1856.5,33771233.67999999
622,ask,2770,185.91,514970.7,34286204.379999995
623,ask,20,185.95,3719.0,34289923.379999995
624,ask,500,185.99,92995.0,34382918.379999995
625,ask,148,186.0,27528.0,34410446.379999995
626,ask,2000,186.58,373160.0,34783606.379999995
627,ask,4,187.88,751.52,34784357.9
628,ask,3141,188.0,590508.0,35374865.9
629,ask,10,188.38,1883.8,35376749.699999996
630,ask,2000,188.5,377000.0,35753749.699999996
631,ask,3000,188.68,566040.0,36319789.699999996
632,ask,152,189.0,28728.0,36348517.699999996
633,ask,16,189.8,3036.8,36351554.49999999
634,ask,50,189.9,9495.0,36361049.49999999
635,ask,2098,190.0,398620.0,36759669.49999999
636,ask,3,190.9,572.7,36760242.199999996
637,ask,65,191.0,12415.0,36772657.199999996
638,ask,1,191.87,191.87,36772849.06999999
639,ask,35,191.91,6716.849999999999,36779565.919999994
640,ask,1,192.0,192.0,36779757.919999994
641,ask,2000,192.2,384400.0,37164157.919999994
642,ask,23,193.0,4439.0,37168596.919999994
643,ask,17,194.0,3298.0,37171894.919999994
644,ask,10,194.5,1945.0,37173839.919999994
645,ask,445,195.0,86775.0,37260614.919999994
646,ask,6,196.0,1176.0,37261790.919999994
647,ask,241,197.0,47477.0,37309267.919999994
648,ask,1,197.2,197.2,37309465.12
649,ask,19,197.25,3747.75,37313212.87
650,ask,3,197.3,591.9000000000001,37313804.769999996
651,ask,3,197.5,592.5,37314397.269999996
652,ask,1500,197.59,296385.0,37610782.269999996
653,ask,26,197.82,5143.32,37615925.589999996
654,ask,97,198.0,19206.0,37635131.589999996
655,ask,15,198.5,2977.5,37638109.089999996
656,ask,3,198.77,596.3100000000001,37638705.4
657,ask,158,198.8,31410.4,37670115.8
658,ask,10,198.95,1989.5,37672105.3
659,ask,413,199.0,82187.0,37754292.3
660,ask,5,199.25,996.25,37755288.55
661,ask,4,199.51,798.04,37756086.589999996
662,ask,20,199.6,3992.0,37760078.589999996
663,ask,5,199.7,998.5,37761077.089999996
664,ask,37,199.8,7392.6,37768469.69
665,ask,2,199.85,399.7,37768869.39
666,ask,20,199.88,3997.6,37772866.99
667,ask,4,199.9,799.6,37773666.59
668,ask,3060,199.99,611969.4,38385635.99
669,ask,3436,200.0,687200.0,39072835.99
670,ask,2,200.02,400.04,39073236.03
671,ask,109,201.0,21909.0,39095145.03
672,ask,10,201.5,2015.0,39097160.03
673,ask,153,202.0,30906.0,39128066.03
674,ask,78,203.0,15834.0,39143900.03
675,ask,4,203.81,815.24,39144715.27
676,ask,102,204.0,20808.0,39165523.27
677,ask,602,205.0,123410.0,39288933.27
678,ask,10,206.95,2069.5,39291002.77
679,ask,120,207.88,24945.6,39315948.370000005
680,ask,100,208.0,20800.0,39336748.370000005
681,ask,1039,210.0,218190.0,39554938.370000005
682,ask,18,210.01,3780.18,39558718.550000004
683,ask,1,210.79,210.79,39558929.34
684,ask,10,211.65,2116.5,39561045.84
685,ask,1,212.0,212.0,39561257.84
686,ask,20,213.3,4266.0,39565523.84
687,ask,48,214.0,10272.0,39575795.84
688,ask,5,214.8,1074.0,39576869.84
689,ask,30,215.0,6450.0,39583319.84
690,ask,10,215.95,2159.5,39585479.34
691,ask,170,216.0,36720.0,39622199.34
692,ask,1,218.0,218.0,39622417.34
693,ask,31,220.0,6820.0,39629237.34
694,ask,3,221.1,663.3,39629900.64
695,ask,120,222.0,26640.0,39656540.64
696,ask,10,223.0,2230.0,39658770.64
697,ask,1114,224.19,249747.66,39908518.3
698,ask,13,225.0,2925.0,39911443.3
699,ask,30,225.5,6765.0,39918208.3
700,ask,25,226.5,5662.5,39923870.8
701,ask,4,227.0,908.0,39924778.8
702,ask,13,228.0,2964.0,39927742.8
703,ask,10,229.95,2299.5,39930042.3
704,ask,6045,230.0,1390350.0,41320392.3
705,ask,1300,232.95,302835.0,41623227.3
706,ask,3,234.0,702.0,41623929.3
707,ask,100,234.15,23415.0,41647344.3
708,ask,50,235.0,11750.0,41659094.3
709,ask,54,237.0,12798.0,41671892.3
710,ask,260,237.7,61802.0,41733694.3
711,ask,3,238.0,714.0,41734408.3
712,ask,400,238.85,95540.0,41829948.3
713,ask,19,239.0,4541.0,41834489.3
714,ask,130,239.7,31161.0,41865650.3
715,ask,44,240.0,10560.0,41876210.3
716,ask,10,240.01,2400.1,41878610.4
717,ask,6,245.0,1470.0,41880080.4
718,ask,1000,249.6,249600.0,42129680.4
719,ask,102,249.99,25498.98,42155179.379999995
720,ask,570,250.0,142500.0,42297679.379999995
721,ask,2,251.0,502.0,42298181.379999995
722,ask,4,255.0,1020.0,42299201.379999995
723,ask,100,259.31,25931.0,42325132.379999995
724,ask,43,259.99,11179.57,42336311.949999996
725,ask,1,260.0,260.0,42336571.949999996
726,ask,15,265.0,3975.0,42340546.949999996
727,ask,3,267.0,801.0,42341347.949999996
728,ask,10024,270.0,2706480.0,45047827.949999996
729,ask,50,270.16,13508.000000000002,45061335.949999996
730,ask,100,273.0,27300.0,45088635.949999996
731,ask,200,274.2,54840.0,45143475.949999996
732,ask,780,275.0,214500.0,45357975.949999996
733,ask,1,277.0,277.0,45358252.949999996
734,ask,50,277.7,13885.0,45372137.949999996
735,ask,2,279.0,558.0,45372695.949999996
736,ask,20,280.0,5600.0,45378295.949999996
737,ask,15,285.0,4275.0,45382570.949999996
738,ask,2145,285.05,611432.25,45994003.199999996
739,ask,71,287.43,20407.53,46014410.73
740,ask,1,288.0,288.0,46014698.73
741,ask,10,289.0,2890.0,46017588.73
742,ask,65,290.0,18850.0,46036438.73
743,ask,1,296.45,296.45,46036735.18
744,ask,253,297.0,75141.0,46111876.18
745,ask,1,298.0,298.0,46112174.18
746,ask,1407,299.74,421734.18,46533908.36
747,ask,2205,300.0,661500.0,47195408.36
748,ask,585,301.0,176085.0,47371493.36
749,ask,40,302.0,12080.0,47383573.36
750,ask,130,303.1,39403.0,47422976.36
751,ask,2800,304.4,852319.9999999999,48275296.36
752,ask,31,305.0,9455.0,48284751.36
753,ask,55,306.7,16868.5,48301619.86
754,ask,6,309.0,1854.0,48303473.86
755,ask,10,310.0,3100.0,48306573.86
756,ask,1,313.13,313.13,48306886.99
757,ask,3,314.4,943.1999999999999,48307830.190000005
758,ask,6,315.0,1890.0,48309720.190000005
759,ask,27,320.0,8640.0,48318360.190000005
760,ask,1000,325.0,325000.0,48643360.190000005
761,ask,3,325.5,976.5,48644336.690000005
762,ask,431,326.94,140911.13999999998,48785247.830000006
763,ask,9,336.15,3025.35,48788273.18000001
764,ask,8,341.0,2728.0,48791001.18000001
765,ask,20,342.67,6853.400000000001,48797854.580000006
766,ask,500,345.67,172835.0,48970689.580000006
767,ask,2361,350.0,826350.0,49797039.580000006
768,ask,756,366.0,276696.0,50073735.580000006
769,ask,3,369.0,1107.0,50074842.580000006
770,ask,2100,370.0,777000.0,50851842.580000006
771,ask,5,375.0,1875.0,50853717.580000006
772,ask,1398,384.0,536832.0,51390549.580000006
773,ask,83,388.0,32204.0,51422753.580000006
774,ask,2576,388.19,999977.44,52422731.02
775,ask,1190,400.0,476000.0,52898731.02
776,ask,1910,410.0,783100.0,53681831.02
777,ask,2,412.0,824.0,53682655.02
778,ask,3,414.49,1243.47,53683898.49
779,ask,210,415.0,87150.0,53771048.49
780,ask,50,420.0,21000.0,53792048.49
781,ask,1061,420.69,446352.09,54238400.580000006
782,ask,38,450.0,17100.0,54255500.580000006
783,ask,2150,466.0,1001900.0,55257400.580000006
784,ask,909,466.98,424484.82,55681885.400000006
785,ask,500,499.0,249500.0,55931385.400000006
786,ask,4300,500.0,2150000.0,58081385.400000006
787,ask,1000,591.0,591000.0,58672385.400000006
788,ask,1000,592.0,592000.0,59264385.400000006
789,ask,1000,593.0,593000.0,59857385.400000006
790,ask,800,600.0,480000.0,60337385.400000006
791,ask,1,650.0,650.0,60338035.400000006
792,ask,375,666.67,250001.24999999997,60588036.650000006
793,ask,2400,676.0,1622400.0,62210436.650000006
794,ask,355,700.0,248500.0,62458936.650000006
795,ask,300,799.01,239703.0,62698639.650000006
796,ask,300,898.0,269400.0,62968039.650000006
797,ask,120,998.0,119760.0,63087799.650000006
798,ask,1000,999.99,999990.0,64087789.650000006
799,ask,2721,1000.0,2721000.0,66808789.650000006
800,ask,54,1111.0,59994.0,66868783.650000006
801,ask,192,1168.0,224256.0,67093039.650000006
802,ask,598,1200.0,717600.0,67810639.65
803,ask,5,1230.0,6150.0,67816789.65
804,ask,3000,1337.0,4011000.0,71827789.65
805,bid,37,113.22,4189.14,4189.14
806,bid,34,113.21,3849.14,8038.280000000001
807,bid,2,113.2,226.4,8264.68
808,bid,500,113.18,56590.0,64854.68
809,bid,259,113.1,29292.899999999998,94147.58
810,bid,964,113.0,108932.0,203079.58000000002
811,bid,20,112.99,2259.7999999999997,205339.38
812,bid,4,112.98,451.92,205791.30000000002
813,bid,170,112.96,19203.2,224994.50000000003
814,bid,3,112.95,338.85,225333.35000000003
815,bid,30,112.91,3387.2999999999997,228720.65000000002
816,bid,1,112.88,112.88,228833.53000000003
817,bid,30,112.85,3385.5,232219.03000000003
818,bid,100,112.83,11283.0,243502.03000000003
819,bid,9,112.8,1015.1999999999999,244517.23000000004
820,bid,10,112.72,1127.2,245644.43000000005
821,bid,60,112.7,6762.0,252406.43000000005
822,bid,330,112.6,37158.0,289564.43000000005
823,bid,2006,112.55,225775.3,515339.73000000004
824,bid,123,112.51,13838.730000000001,529178.4600000001
825,bid,925,112.5,104062.5,633240.9600000001
826,bid,200,112.45,22490.0,655730.9600000001
827,bid,50,112.42,5621.0,661351.9600000001
828,bid,110,112.4,12364.0,673715.9600000001
829,bid,680,112.39,76425.2,750141.16
830,bid,1,112.3,112.3,750253.4600000001
831,bid,50,112.27,5613.5,755866.9600000001
832,bid,100,112.26,11226.0,767092.9600000001
833,bid,100,112.21,11221.0,778313.9600000001
834,bid,153,112.2,17166.600000000002,795480.56
835,bid,100,112.19,11219.0,806699.56
836,bid,10,112.17,1121.7,807821.26
837,bid,2135,112.16,239461.6,1047282.86
838,bid,118,112.12,13230.16,1060513.02
839,bid,1100,112.11,123321.0,1183834.02
840,bid,165,112.1,18496.5,1202330.52
841,bid,100,112.08,11208.0,1213538.52
842,bid,13,112.07,1456.9099999999999,1214995.43
843,bid,100,112.06,11206.0,1226201.43
844,bid,1019,112.05,114178.95,1340380.38
845,bid,100,112.02,11202.0,1351582.38
846,bid,604,112.01,67654.04000000001,1419236.42
847,bid,2277,112.0,255024.0,1674260.42
848,bid,100,111.96,11196.0,1685456.42
849,bid,100,111.91,11191.0,1696647.42
850,bid,75,111.9,8392.5,1705039.92
851,bid,81,111.89,9063.09,1714103.01
852,bid,105,111.88,11747.4,1725850.41
853,bid,20,111.87,2237.4,1728087.8099999998
854,bid,100,111.86,11186.0,1739273.8099999998
855,bid,20,111.85,2237.0,1741510.8099999998
856,bid,2,111.83,223.66,1741734.4699999997
857,bid,102,111.81,11404.62,1753139.0899999999
858,bid,176,111.8,19676.8,1772815.89
859,bid,110,111.78,12295.8,1785111.69
860,bid,5,111.77,558.85,1785670.54
861,bid,20,111.76,2235.2000000000003,1787905.74
862,bid,1100,111.75,122925.0,1910830.74
863,bid,100,111.74,11174.0,1922004.74
864,bid,2000,111.73,223460.0,2145464.74
865,bid,10,111.71,1117.1,2146581.8400000003
866,bid,105,111.68,11726.400000000001,2158308.24
867,bid,10,111.67,1116.7,2159424.9400000004
868,bid,119,111.66,13287.539999999999,2172712.4800000004
869,bid,47,111.64,5247.08,2177959.5600000005
870,bid,50,111.63,5581.5,2183541.0600000005
871,bid,200,111.6,22320.0,2205861.0600000005
872,bid,100,111.55,11155.0,2217016.0600000005
873,bid,2100,111.53,234213.0,2451229.0600000005
874,bid,1167,111.5,130120.5,2581349.5600000005
875,bid,50,111.48,5574.0,2586923.5600000005
876,bid,100,111.47,11147.0,2598070.5600000005
877,bid,100,111.46,11146.0,2609216.5600000005
878,bid,290,111.44,32317.6,2641534.1600000006
879,bid,110,111.42,12256.2,2653790.360000001
880,bid,1000,111.4,111400.0,2765190.360000001
881,bid,100,111.38,11138.0,2776328.360000001
882,bid,3010,111.33,335103.3,3111431.6600000006
883,bid,50,111.32,5566.0,3116997.6600000006
884,bid,73,111.3,8124.9,3125122.5600000005
885,bid,60,111.26,6675.6,3131798.1600000006
886,bid,50,111.25,5562.5,3137360.6600000006
887,bid,10,111.23,1112.3,3138472.9600000004
888,bid,270,111.21,30026.699999999997,3168499.6600000006
889,bid,291,111.2,32359.2,3200858.860000001
890,bid,250,111.13,27782.5,3228641.360000001
891,bid,6,111.12,666.72,3229308.080000001
892,bid,292,111.11,32444.12,3261752.200000001
893,bid,173,111.1,19220.3,3280972.500000001
894,bid,200,111.09,22218.0,3303190.500000001
895,bid,100,111.03,11103.0,3314293.500000001
896,bid,4144,111.0,459984.0,3774277.500000001
897,bid,18,110.98,1997.64,3776275.140000001
898,bid,5,110.95,554.75,3776829.890000001
899,bid,400,110.94,44376.0,3821205.890000001
900,bid,20,110.9,2218.0,3823423.890000001
901,bid,35,110.88,3880.7999999999997,3827304.690000001
902,bid,13,110.85,1441.05,3828745.7400000007
903,bid,5,110.84,554.2,3829299.940000001
904,bid,76,110.8,8420.8,3837720.7400000007
905,bid,155,110.78,17170.9,3854891.6400000006
906,bid,1000,110.77,110770.0,3965661.6400000006
907,bid,420,110.7,46494.0,4012155.6400000006
908,bid,5,110.69,553.45,4012709.090000001
909,bid,5,110.67,553.35,4013262.440000001
910,bid,100,110.63,11063.0,4024325.440000001
911,bid,203,110.6,22451.8,4046777.2400000007
912,bid,3,110.59,331.77,4047109.0100000007
913,bid,100,110.58,11058.0,4058167.0100000007
914,bid,50,110.57,5528.5,4063695.5100000007
915,bid,271,110.55,29959.05,4093654.5600000005
916,bid,857,110.5,94698.5,4188353.0600000005
917,bid,32,110.41,3533.12,4191886.1800000006
918,bid,360,110.4,39744.0,4231630.180000001
919,bid,131,110.3,14449.3,4246079.48
920,bid,20,110.28,2205.6,4248285.08
921,bid,2,110.25,220.5,4248505.58
922,bid,200,110.23,22046.0,4270551.58
923,bid,110,110.22,12124.2,4282675.78
924,bid,51,110.2,5620.2,4288295.98
925,bid,121,110.19,13332.99,4301628.970000001
926,bid,18,110.18,1983.2400000000002,4303612.210000001
927,bid,1,110.17,110.17,4303722.380000001
928,bid,7,110.16,771.12,4304493.500000001
929,bid,100,110.13,11013.0,4315506.500000001
930,bid,8,110.12,880.96,4316387.460000001
931,bid,50,110.11,5505.5,4321892.960000001
932,bid,846,110.1,93144.59999999999,4415037.5600000005
933,bid,48,110.09,5284.32,4420321.880000001
934,bid,10,110.07,1100.6999999999998,4421422.580000001
935,bid,2,110.06,220.12,4421642.700000001
936,bid,1005,110.05,110600.25,4532242.950000001
937,bid,3,110.04,330.12,4532573.070000001
938,bid,5,110.03,550.15,4533123.220000002
939,bid,70,110.02,7701.4,4540824.620000002
940,bid,191,110.01,21011.91,4561836.530000002
941,bid,8884,110.0,977240.0,5539076.530000002
942,bid,100,109.99,10999.0,5550075.530000002
943,bid,100,109.98,10998.0,5561073.530000002
944,bid,10,109.92,1099.2,5562172.730000002
945,bid,117,109.9,12858.300000000001,5575031.030000002
946,bid,100,109.89,10989.0,5586020.030000002
947,bid,1,109.88,109.88,5586129.910000002
948,bid,140,109.86,15380.4,5601510.310000002
949,bid,30,109.85,3295.5,5604805.810000002
950,bid,2,109.84,219.68,5605025.490000002
951,bid,30,109.83,3294.9,5608320.390000002
952,bid,165,109.8,18117.0,5626437.390000002
953,bid,1,109.77,109.77,5626547.160000002
954,bid,32,109.75,3512.0,5630059.160000002
955,bid,26,109.74,2853.24,5632912.400000002
956,bid,80,109.7,8776.0,5641688.400000002
957,bid,1,109.69,109.69,5641798.090000003
958,bid,50,109.68,5484.0,5647282.090000003
959,bid,150,109.67,16450.5,5663732.590000003
960,bid,5,109.66,548.3,5664280.890000002
961,bid,300,109.64,32892.0,5697172.890000002
962,bid,25,109.59,2739.75,5699912.640000002
963,bid,1050,109.58,115059.0,5814971.640000002
964,bid,20,109.53,2190.6,5817162.240000002
965,bid,1345,109.5,147277.5,5964439.740000002
966,bid,5,109.45,547.25,5964986.990000002
967,bid,7,109.44,766.0799999999999,5965753.070000002
968,bid,150,109.43,16414.5,5982167.570000002
969,bid,11,109.4,1203.4,5983370.9700000025
970,bid,23,109.38,2515.74,5985886.710000003
971,bid,100,109.36,10936.0,5996822.710000003
972,bid,20,109.35,2187.0,5999009.710000003
973,bid,1,109.33,109.33,5999119.040000003
974,bid,1,109.3,109.3,5999228.340000003
975,bid,23,109.29,2513.67,6001742.010000003
976,bid,200,109.28,21856.0,6023598.010000003
977,bid,125,109.25,13656.25,6037254.260000003
978,bid,665,109.23,72637.95,6109892.210000003
979,bid,2,109.21,218.42,6110110.630000003
980,bid,34,109.2,3712.8,6113823.4300000025
981,bid,50,109.19,5459.5,6119282.9300000025
982,bid,1,109.17,109.17,6119392.100000002
983,bid,370,109.15,40385.5,6159777.600000002
984,bid,123,109.14,13424.22,6173201.820000002
985,bid,353,109.13,38522.89,6211724.710000002
986,bid,5,109.12,545.6,6212270.310000001
987,bid,47,109.11,5128.17,6217398.480000001
988,bid,101,109.1,11019.099999999999,6228417.580000001
989,bid,300,109.09,32727.0,6261144.580000001
990,bid,201,109.08,21925.079999999998,6283069.660000001
991,bid,100,109.07,10907.0,6293976.660000001
992,bid,101,109.05,11014.05,6304990.710000001
993,bid,11,109.03,1199.33,6306190.040000001
994,bid,1,109.02,109.02,6306299.0600000005
995,bid,1,109.01,109.01,6306408.07
996,bid,4472,109.0,487448.0,6793856.07
997,bid,14,108.97,1525.58,6795381.65
998,bid,200,108.93,21786.0,6817167.65
999,bid,1,108.92,108.92,6817276.57
1000,bid,60,108.9,6534.0,6823810.57
1001,bid,340,108.88,37019.2,6860829.7700000005
1002,bid,200,108.86,21772.0,6882601.7700000005
1003,bid,387,108.8,42105.6,6924707.37
1004,bid,2670,108.75,290362.5,7215069.87
1005,bid,80,108.74,8699.199999999999,7223769.07
1006,bid,10,108.72,1087.2,7224856.2700000005
1007,bid,15,108.7,1630.5,7226486.7700000005
1008,bid,2,108.68,217.36,7226704.130000001
1009,bid,100,108.65,10865.0,7237569.130000001
1010,bid,330,108.6,35838.0,7273407.130000001
1011,bid,10,108.59,1085.9,7274493.030000001
1012,bid,1,108.58,108.58,7274601.610000001
1013,bid,10,108.56,1085.6,7275687.210000001
1014,bid,1,108.55,108.55,7275795.760000001
1015,bid,50,108.54,5427.0,7281222.760000001
1016,bid,3,108.51,325.53000000000003,7281548.290000001
1017,bid,517,108.5,56094.5,7337642.790000001
1018,bid,1,108.45,108.45,7337751.240000001
1019,bid,1,108.44,108.44,7337859.680000002
1020,bid,200,108.42,21684.0,7359543.680000002
1021,bid,267,108.4,28942.800000000003,7388486.480000001
1022,bid,1,108.38,108.38,7388594.860000001
1023,bid,20,108.36,2167.2,7390762.060000001
1024,bid,303,108.35,32830.049999999996,7423592.110000001
1025,bid,105,108.33,11374.65,7434966.760000002
1026,bid,339,108.3,36713.7,7471680.460000002
1027,bid,50,108.29,5414.5,7477094.960000002
1028,bid,10,108.25,1082.5,7478177.460000002
1029,bid,1,108.23,108.23,7478285.690000002
1030,bid,132,108.22,14285.039999999999,7492570.730000002
1031,bid,381,108.21,41228.009999999995,7533798.740000002
1032,bid,478,108.2,51719.6,7585518.340000002
1033,bid,1,108.18,108.18,7585626.520000001
1034,bid,50,108.16,5408.0,7591034.520000001
1035,bid,40,108.15,4326.0,7595360.520000001
1036,bid,29,108.14,3136.06,7598496.580000001
1037,bid,20,108.12,2162.4,7600658.980000001
1038,bid,47,108.11,5081.17,7605740.150000001
1039,bid,599,108.1,64751.899999999994,7670492.050000002
1040,bid,10,108.09,1080.9,7671572.950000002
1041,bid,203,108.08,21940.239999999998,7693513.190000002
1042,bid,131,108.06,14155.86,7707669.050000003
1043,bid,15,108.05,1620.75,7709289.800000003
1044,bid,4,108.02,432.08,7709721.880000003
1045,bid,115,108.01,12421.150000000001,7722143.030000003
1046,bid,10801,108.0,1166508.0,8888651.030000003
1047,bid,55,107.99,5939.45,8894590.480000002
1048,bid,20,107.94,2158.8,8896749.280000003
1049,bid,58,107.9,6258.200000000001,8903007.480000002
1050,bid,63,107.88,6796.44,8909803.920000002
1051,bid,75,107.86,8089.5,8917893.420000002
1052,bid,19,107.84,2048.96,8919942.380000003
1053,bid,204,107.81,21993.24,8941935.620000003
1054,bid,393,107.8,42365.4,8984301.020000003
1055,bid,50,107.77,5388.5,8989689.520000003
1056,bid,310,107.75,33402.5,9023092.020000003
1057,bid,8,107.74,861.92,9023953.940000003
1058,bid,1,107.73,107.73,9024061.670000004
1059,bid,13,107.71,1400.23,9025461.900000004
1060,bid,47,107.7,5061.900000000001,9030523.800000004
1061,bid,105,107.68,11306.400000000001,9041830.200000005
1062,bid,22,107.66,2368.52,9044198.720000004
1063,bid,2,107.65,215.3,9044414.020000005
1064,bid,230,107.6,24748.0,9069162.020000005
1065,bid,11,107.59,1183.49,9070345.510000005
1066,bid,5,107.58,537.9,9070883.410000006
1067,bid,200,107.57,21514.0,9092397.410000006
1068,bid,242,107.55,26027.1,9118424.510000005
1069,bid,427,107.52,45911.04,9164335.550000004
1070,bid,30,107.51,3225.3,9167560.850000005
1071,bid,15872,107.5,1706240.0,10873800.850000005
1072,bid,160,107.49,17198.399999999998,10890999.250000006
1073,bid,19,107.45,2041.55,10893040.800000006
1074,bid,20,107.44,2148.8,10895189.600000007
1075,bid,204,107.4,21909.600000000002,10917099.200000007
1076,bid,100,107.38,10738.0,10927837.200000007
1077,bid,56,107.32,6009.92,10933847.120000007
1078,bid,448,107.3,48070.4,10981917.520000007
1079,bid,80,107.25,8580.0,10990497.520000007
1080,bid,10,107.24,1072.3999999999999,10991569.920000007
1081,bid,18,107.2,1929.6000000000001,10993499.520000007
1082,bid,30,107.15,3214.5,10996714.020000007
1083,bid,2,107.13,214.26,10996928.280000007
1084,bid,1186,107.11,127032.46,11123960.740000008
1085,bid,3164,107.1,338864.39999999997,11462825.140000008
1086,bid,2,107.09,214.18,11463039.320000008
1087,bid,1032,107.08,110506.56,11573545.880000008
1088,bid,437,107.07,46789.59,11620335.470000008
1089,bid,111,107.05,11882.55,11632218.020000009
1090,bid,20,107.04,2140.8,11634358.82000001
1091,bid,2,107.03,214.06,11634572.88000001
1092,bid,73,107.02,7812.46,11642385.340000011
1093,bid,374,107.01,40021.740000000005,11682407.080000011
1094,bid,7743,107.0,828501.0,12510908.080000011
1095,bid,25,106.98,2674.5,12513582.580000011
1096,bid,12,106.97,1283.6399999999999,12514866.220000012
1097,bid,1,106.91,106.91,12514973.130000012
1098,bid,19,106.88,2030.7199999999998,12517003.850000013
1099,bid,1,106.87,106.87,12517110.720000012
1100,bid,448,106.8,47846.4,12564957.120000012
1101,bid,50,106.72,5336.0,12570293.120000012
1102,bid,280,106.7,29876.0,12600169.120000012
1103,bid,70,106.67,7466.900000000001,12607636.020000013
1104,bid,14,106.66,1493.24,12609129.260000013
1105,bid,5,106.61,533.05,12609662.310000014
1106,bid,179,106.6,19081.399999999998,12628743.710000014
1107,bid,2,106.56,213.12,12628956.830000013
1108,bid,57,106.55,6073.349999999999,12635030.180000013
1109,bid,108,106.53,11505.24,12646535.420000013
1110,bid,27,106.52,2876.04,12649411.460000012
1111,bid,289,106.5,30778.5,12680189.960000012
1112,bid,30,106.49,3194.7,12683384.660000011
1113,bid,20,106.48,2129.6,12685514.260000011
1114,bid,40,106.44,4257.6,12689771.86000001
1115,bid,14,106.4,1489.6000000000001,12691261.46000001
1116,bid,2,106.38,212.76,12691474.22000001
1117,bid,15,106.37,1595.5500000000002,12693069.77000001
1118,bid,41,106.33,4359.53,12697429.30000001
1119,bid,1050,106.3,111615.0,12809044.30000001
1120,bid,5,106.28,531.4,12809575.70000001
1121,bid,6,106.22,637.3199999999999,12810213.02000001
1122,bid,1188,106.2,126165.6,12936378.62000001
1123,bid,20,106.19,2123.8,12938502.420000011
1124,bid,49,106.15,5201.35,12943703.77000001
1125,bid,2,106.11,212.22,12943915.990000011
1126,bid,731,106.1,77559.09999999999,13021475.090000011
1127,bid,106,106.07,11243.42,13032718.510000011
1128,bid,10,106.04,1060.4,13033778.910000011
1129,bid,105,106.02,11132.1,13044911.010000011
1130,bid,26,106.01,2756.26,13047667.27000001
1131,bid,8016,106.0,849696.0,13897363.27000001
1132,bid,7,105.99,741.93,13898105.20000001
1133,bid,100,105.98,10598.0,13908703.20000001
1134,bid,20,105.97,2119.4,13910822.60000001
1135,bid,100,105.92,10592.0,13921414.60000001
1136,bid,5,105.9,529.5,13921944.10000001
1137,bid,48,105.88,5082.24,13927026.340000011
1138,bid,100,105.87,10587.0,13937613.340000011
1139,bid,5,105.86,529.3,13938142.640000012
1140,bid,138,105.8,14600.4,13952743.040000012
1141,bid,1500,105.77,158655.0,14111398.040000012
1142,bid,600,105.76,63456.0,14174854.040000012
1143,bid,1,105.75,105.75,14174959.790000012
1144,bid,10,105.73,1057.3,14176017.090000013
1145,bid,3,105.71,317.13,14176334.220000014
1146,bid,60,105.7,6342.0,14182676.220000014
1147,bid,50,105.68,5284.0,14187960.220000014
1148,bid,1,105.67,105.67,14188065.890000014
1149,bid,1,105.66,105.66,14188171.550000014
1150,bid,50,105.61,5280.5,14193452.050000014
1151,bid,97,105.6,10243.199999999999,14203695.250000013
1152,bid,25,105.59,2639.75,14206335.000000013
1153,bid,18,105.58,1900.44,14208235.440000013
1154,bid,94,105.55,9921.699999999999,14218157.140000012
1155,bid,15,105.52,1582.8,14219739.940000013
1156,bid,40,105.51,4220.400000000001,14223960.340000013
1157,bid,626,105.5,66043.0,14290003.340000013
1158,bid,20,105.46,2109.2,14292112.540000012
1159,bid,60,105.45,6327.0,14298439.540000012
1160,bid,83,105.38,8746.539999999999,14307186.080000011
1161,bid,500,105.36,52680.0,14359866.080000011
